Year,SERIES,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,DISABILITY_STATUS,ACTIVITY,PRODUCT,DATA_LAST_UPDATE,CUST_BREAKDOWN_LB,Value
2014,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTCPT,,,,2023-03-13,,7.99622
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTCPT,,,,2023-03-13,,17.87448
2014,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTPRGM,,,,2023-03-13,,1.33358
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTPRGM,,,,2023-03-13,,2.87374
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,13.63473
2014,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTPST,,,,2023-03-13,,4.04557
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTPST,,,,2023-03-13,,7.25441
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,15.38413
2014,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTSFWR,,,,2023-03-13,,4.33356
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTSFWR,,,,2023-03-13,,16.1993
2014,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTSSHT,,,,2023-03-13,,4.32495
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTSSHT,,,,2023-03-13,,8.97902
2014,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTTRFF,,,,2023-03-13,,7.03202
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTTRFF,,,,2023-03-13,,16.10501
2019,SE_DEV_ONTRK,,M36T59,,,,,,,,,2023-03-15,,70.8
2019,SE_DEV_ONTRK,F,M36T59,,,,,,,,,2023-03-15,,73.5
2019,SE_DEV_ONTRK,M,M36T59,,,,,,,,,2023-03-15,,68.1
2019,SE_INF_DSBL,,,,,ISCED11_1,,,,,,2023-03-01,,15.63484
2020,SE_INF_DSBL,,,,,ISCED11_1,,,,,,2023-03-01,,19.32921
2019,SE_INF_DSBL,,,,,ISCED11_2,,,,,,2023-03-01,,13.7744
2020,SE_INF_DSBL,,,,,ISCED11_2,,,,,,2023-03-01,,14.9413
2019,SE_INF_DSBL,,,,,ISCED11_3,,,,,,2023-03-01,,15.58559
2020,SE_INF_DSBL,,,,,ISCED11_3,,,,,,2023-03-01,,18.71609
2006,SE_TOT_PRFL,,,,,ISCED11_1,,SKILL_MATH,,,,2023-10-19,,20.1
2013,SE_TOT_PRFL,,,,,ISCED11_1,,SKILL_MATH,,,,2023-10-19,,23.4
2006,SE_TOT_PRFL,,,,,ISCED11_1,,SKILL_READ,,,,2023-10-19,,42.2
2013,SE_TOT_PRFL,,,,,ISCED11_1,,SKILL_READ,,,,2023-10-19,,45.4
2006,SE_TOT_PRFL,F,,,,ISCED11_1,,SKILL_MATH,,,,2023-10-19,,19.1
2013,SE_TOT_PRFL,F,,,,ISCED11_1,,SKILL_MATH,,,,2023-10-19,,24.3
2006,SE_TOT_PRFL,F,,,,ISCED11_1,,SKILL_READ,,,,2023-10-19,,43.8
2013,SE_TOT_PRFL,F,,,,ISCED11_1,,SKILL_READ,,,,2023-10-19,,50.0
2006,SE_TOT_PRFL,M,,,,ISCED11_1,,SKILL_MATH,,,,2023-10-19,,21.7
2013,SE_TOT_PRFL,M,,,,ISCED11_1,,SKILL_MATH,,,,2023-10-19,,22.5
2006,SE_TOT_PRFL,M,,,,ISCED11_1,,SKILL_READ,,,,2023-10-19,,39.9
2013,SE_TOT_PRFL,M,,,,ISCED11_1,,SKILL_READ,,,,2023-10-19,,40.9
2012,SE_TRA_GRDL,,,,,AGG_2_3,,,,,,2023-03-01,,71.09126
2013,SE_TRA_GRDL,,,,,AGG_2_3,,,,,,2023-03-01,,72.95057
2012,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,28.31023
2013,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,27.18175
2014,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,32.66249
2015,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,39.9017
2016,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,50.93398
2017,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,52.91558
2018,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,58.45154
2019,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,59.58467
2020,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,67.68929
2021,SE_TRA_GRDL,,,,,ISCED11_02,,,,,,2023-03-01,,73.57975
2012,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,88.15413
2013,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,85.86291
2014,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,89.15809
2015,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,93.86456
2016,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,98.12452
2017,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,97.41585
2018,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,97.1384
2019,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,97.25204
2020,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,97.76856
2021,SE_TRA_GRDL,,,,,ISCED11_1,,,,,,2023-03-01,,97.62021
2012,SE_TRA_GRDL,F,,,,AGG_2_3,,,,,,2023-03-01,,75.14473
2013,SE_TRA_GRDL,F,,,,AGG_2_3,,,,,,2023-03-01,,75.07447
2012,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,24.78146
2013,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,25.64602
2014,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,29.95152
2015,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,38.4514
2016,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,48.37191
2017,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,49.63985
2018,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,56.3375
2019,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,57.56008
2020,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,65.69723
2021,SE_TRA_GRDL,F,,,,ISCED11_02,,,,,,2023-03-01,,71.94474
2012,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,92.2973
2013,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,87.72287
2014,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,90.16117
2015,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,94.21765
2016,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,98.57718
2017,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,97.60553
2018,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,97.2697
2019,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,97.37709
2020,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,97.83714
2021,SE_TRA_GRDL,F,,,,ISCED11_1,,,,,,2023-03-01,,97.67535
2012,SE_TRA_GRDL,M,,,,AGG_2_3,,,,,,2023-03-01,,67.81803
2013,SE_TRA_GRDL,M,,,,AGG_2_3,,,,,,2023-03-01,,71.16158
2012,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,77.72861
2013,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,46.29879
2014,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,63.286
2015,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,52.20634
2016,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,76.42467
2017,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,77.63158
2018,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,74.78311
2019,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,76.29213
2020,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,82.86621
2021,SE_TRA_GRDL,M,,,,ISCED11_02,,,,,,2023-03-01,,87.06186
2012,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,83.13658
2013,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,83.5276
2014,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,87.84193
2015,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,93.37729
2016,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,97.48306
2017,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,97.14188
2018,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,96.94511
2019,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,97.05972
2020,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,97.65968
2021,SE_TRA_GRDL,M,,,,ISCED11_1,,,,,,2023-03-01,,97.5289
2017,SG_DSR_SILS,,,,,,,,,,,2023-03-29,,83.33333
2018,SG_DSR_SILS,,,,,,,,,,,2023-03-29,,90.27778
2019,SG_DSR_SILS,,,,,,,,,,,2023-03-29,,90.27778
2019,SG_GEN_LOCGELS,F,,,,,,,,,,2023-06-22,,11.98428
2000,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,14.0
2001,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,9.33
2002,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,10.0
2003,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,10.0
2004,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,10.0
2005,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,10.0
2006,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,16.0
2007,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,16.67
2008,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,16.0
2009,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,15.24
2010,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,14.95
2011,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,14.95
2012,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,14.95
2013,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,14.95
2014,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,31.48
2015,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,31.48
2016,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,31.48
2017,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,32.59
2018,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,33.2
2019,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,31.85
2020,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,31.85
2021,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,31.85
2022,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,30.57
2023,SG_GEN_PARL,F,,,,,,,,,,2023-03-03,,30.57
2000,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.2987
2005,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.2987
2010,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.2987
2014,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.26582
2015,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.25
2016,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.25
2017,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.25
2018,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.25
2019,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.25
2020,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.23457
2021,SG_INT_MBRDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.23457
2015,SG_INT_MBRDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2016,SG_INT_MBRDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2017,SG_INT_MBRDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2021,SG_INT_MBRDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2022,SG_INT_MBRDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2000,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.54945
2005,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.54348
2010,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.53476
2015,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.53191
2016,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.53191
2017,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.5291
2018,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.5291
2019,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.5291
2020,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.5291
2021,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.5291
2022,SG_INT_MBRDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.5291
2000,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.57471
2005,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.5618
2010,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.54945
2015,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.54348
2016,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.54348
2017,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.54348
2018,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.54348
2019,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.5435
2020,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.54054
2021,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.54054
2022,SG_INT_MBRDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.53763
2000,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.5618
2005,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.0
2010,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.0
2015,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.53191
2016,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.53191
2017,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.5291
2018,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.5291
2019,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.5291
2020,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.5291
2021,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.52632
2022,SG_INT_MBRDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.52632
2000,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5291
2005,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.52356
2010,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.52083
2015,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2016,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2017,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2018,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2019,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2020,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2021,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2022,SG_INT_MBRDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2000,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.71429
2005,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.67114
2010,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.65359
2015,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.625
2016,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.61728
2017,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.60976
2018,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.60976
2019,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.60976
2020,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.60976
2021,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.60976
2022,SG_INT_MBRDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.60976
2000,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,2.439
2005,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,2.115
2010,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,2.024
2014,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,2.052
2015,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,2.06
2016,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,2.0618
2017,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,2.0618
2018,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.8529
2019,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.74341
2020,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.13343
2021,SG_INT_VRTDEV,,,,,,,IO_AFDB,,,,2023-05-11,,1.71353
2015,SG_INT_VRTDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2016,SG_INT_VRTDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2017,SG_INT_VRTDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2021,SG_INT_VRTDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2022,SG_INT_VRTDEV,,,,,,,IO_ECOSOC,,,,2023-05-11,,1.85185
2000,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.2221
2005,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.2209
2010,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.2205
2015,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.1906
2016,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.18
2017,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.1808
2018,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.1776
2019,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.1749
2020,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.17079
2021,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.16565
2022,SG_INT_VRTDEV,,,,,,,IO_IBRD,,,,2023-05-11,,0.162
2000,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.0987
2005,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.0984
2010,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.0981
2015,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.14851
2016,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.14851
2017,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.14851
2018,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.1485
2019,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.1473
2020,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.14831
2021,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.14075
2022,SG_INT_VRTDEV,,,,,,,IO_IFC,,,,2023-05-11,,0.13629
2000,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.1768
2005,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.0
2010,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.0
2015,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.1695
2016,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.171
2017,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.1696
2018,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.1696
2019,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.16959
2020,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.16952
2021,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.16919
2022,SG_INT_VRTDEV,,,,,,,IO_IMF,,,,2023-05-11,,0.1705
2000,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5291
2005,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5236
2010,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5208
2015,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5181
2016,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5181
2017,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5181
2018,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5181
2019,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5181
2020,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.5181
2021,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2022,SG_INT_VRTDEV,,,,,,,IO_UNGA,,,,2023-05-11,,0.51813
2000,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.7143
2005,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.6711
2010,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.6536
2015,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.625
2016,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.6173
2017,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.6098
2018,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.6098
2019,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.6098
2020,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.60976
2021,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.60976
2022,SG_INT_VRTDEV,,,,,,,IO_WTO,,,,2023-05-11,,0.60976
2016,SG_PLN_RECNDI,,,,,,,,,,,2022-03-02,,91.3
2018,SG_PLN_RECNDI,,,,,,,,,,,2022-03-02,,62.5
2016,SG_PLN_RECRICTRY,,,,,,,,,,,2022-03-02,,49.9
2018,SG_PLN_RECRICTRY,,,,,,,,,,,2022-03-02,,85.04357
2016,SG_PLN_RECRIMON,,,,,,,,,,,2022-03-02,,36.9
2018,SG_PLN_RECRIMON,,,,,,,,,,,2022-03-02,,84.03922
2019,SG_REG_BRTH,,M12T23,,,,,,,,,2023-03-12,,45.0
2019,SG_REG_BRTH,,M24T35,,,,,,,,,2023-03-12,,52.4
2019,SG_REG_BRTH,,M36T47,,,,,,,,,2023-03-12,,54.3
2019,SG_REG_BRTH,,M48T59,,,,,,,,,2023-03-12,,60.8
2019,SG_REG_BRTH,,Y0,,,,,,,,,2023-03-12,,29.6
2019,SG_REG_BRTH,,Y0T4,,,,,,,,,2023-03-12,,48.7
2000,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,78.0
2001,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,75.0
2002,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,71.0
2003,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,68.0
2004,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,65.0
2005,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,68.0
2006,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,70.0
2007,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,73.0
2008,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,75.0
2009,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,73.0
2010,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,89.0
2011,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,93.0
2012,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,95.0
2013,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,95.0
2014,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,91.0
2015,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,87.0
2016,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,90.0
2017,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,89.0
2018,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,89.0
2019,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,90.0
2020,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,86.0
2021,SH_ACS_DTP3,,,,,,,,,,,2023-02-23,,86.0
2010,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
2011,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
2012,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
2013,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
2014,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
2015,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
2016,SH_ACS_HPV,,,,,,,,,,,2023-02-24,,
